"hs_code","Description"
"44083970","Small boards for the manufacture of pencils"
"44083985","Other"
"44083985","Of a thickness not exceeding 1|mm"
"44083995","Of a thickness exceeding 1|mm"
"440890","Other"
"44089015","Planed; sanded; end-jointed, whether or not planed or sanded"
"44089035","Other"
"44089035","Small boards for the manufacture of pencils"
"44089085","Other"
"44089085","Of a thickness not exceeding 1|mm"
"44089095","Of a thickness exceeding 1|mm"
"4409","Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end"
"440910","Coniferous"
"44091011","Mouldings for frames for paintings, photographs, mirrors or similar objects"
"44091018","Other"
"440921","Non-coniferous"
"440921","Of bamboo"
"440922","Of tropical wood"
"440929","Other"
"44092910","Mouldings for frames for paintings, photographs, mirrors or similar objects"
"44092991","Other"
"44092991","Blocks, strips and friezes for parquet or wood block flooring, not assembled"
"44092999","Other"
"4410","Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances"
"441011","Of wood"
"441011","Particle board"
"44101110","Unworked or not further worked than sanded (raw board)"
"44101130","Surface-covered with melamine-impregnated paper"
"44101150","Surface-covered with decorative laminates of plastics"
"44101190","Other"
"441012","Oriented strand board (OSB)"
"44101210","Unworked or not further worked than sanded (raw board)"
"44101290","Other"
"441019","Other"
"441090","Other"
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances"
"441112","Medium density fibreboard (MDF)"
"441112","Of a thickness not exceeding 5|mm"
"44111210","Not mechanically worked or surface covered (raw board)"
"44111292","Other"
"44111292","Of a density exceeding 0,8|g/cm$3|(HDF)"
"44111294","Of a density not exceeding 0,8|g/cm$3"
"441113","Of a thickness exceeding 5|mm but not exceeding 9|mm"
"44111310","Not mechanically worked or surface covered (raw board)"
"44111392","Other"
"44111392","Of a density exceeding 0,8|g/cm$3|(HDF)"
"44111394","Of a density not exceeding 0,8|g/cm$3"
"441114","Of a thickness exceeding 9|mm"
"44111410","Not mechanically worked or surface covered (raw board)"
"44111492","Other"
"44111492","Of a density exceeding 0,8|g/cm$3|(HDF)"
"44111495","Of a density exceeding 0,5|g/cm3|but not exceeding 0,8|g/cm3"
"44111497","Of a density not exceeding 0,5|g/cm$3"
"441192","Other"
"441192","Of a density exceeding 0,8|g/cm$3"
"44119210","Not mechanically worked or surface covered (raw board)"
"44119290","Other"
"441193","Of a density exceeding 0,5|g/cm3|but not exceeding 0,8|g/cm3"
"441194","Of a density not exceeding 0,5|g/cm$3"
"44119410","Not mechanically worked or surface covered (raw board)"
"44119490","Other"
"4412","Plywood, veneered panels and similar laminated wood"
"441210","Of bamboo"
"441231","Other plywood consisting solely of sheets of wood (other than bamboo), each ply not exceeding 6|mm thickness"
"441231","With at least one outer ply of tropical wood"
"44123110","Of acajou d'Afrique, dark red meranti, light red meranti, limba, mahogany (Swietenia spp.), obeche, okoumé, palissandre de Para, palissandre de Rio, palissandre de Rose, sapelli, sipo, virola or white lauan"
"4412311010","With at least one outer ply of okoumé not coated by a permanent film of other materials"
"4412311090","Other"
"44123190","Other"
"441233","Other, with at least one outer ply of non-coniferous wood of the species alder (Alnus spp.), ash (Fraxinus spp.), beech (Fagus spp.), birch (Betula spp.), cherry (Prunus spp.) chestnut (Castanea spp.), elm (Ulmus spp.), eucalyptus (Eucalyptus spp.), hicko"
"44123310","With a least one outer ply of birch (Betula spp.)"
"4412331010","Plywood, whether or not coated, with outer plies of wood specified under subheading 4412 33"
"4412331090","Other"
"44123320","With no outer ply of birch, but with at least one outer ply of poplar or aspen (Populus spp.)"
"44123330","With no outer ply of birch, poplar or aspen (Populus spp.), but with at least one outer ply of eucalyptus (Eucalyptus spp.)"
"44123390","Other"
"441234","Other, with at least one outer ply of non-coniferous wood not specified under subheading 4412|33"
"441239","Other, with both outer plies of coniferous wood"
"4412390010","Plywood of coniferous species, without the addition of other substances, of a thickness greater than 18,5 mm when sanded, or of a thickness greater than 8,5 mm when the faces are not further prepared than the peeling process"
"4412390090","Other"
"441241","Laminated veneered lumber (LVL)"
"441241","With at least one outer ply of tropical wood"
"44124191","With a least one outer layer of non-coniferous wood"
"44124199","Other"
"4412419910","Plywood of coniferous species, without the addition of other substances,of a thickness greater than 18,5 mm when sanded, or of a thickness greater than 8,5 mm when the faces are not further prepared than the peeling process"
"4412419990","Other"
"441242","Other, with at least one outer ply of non-coniferous wood"
"441249","Other, with both outer plies of coniferous wood"
"4412490010","Plywood of coniferous species, without the addition of other substances,of a thickness greater than 18,5 mm when sanded, or of a thickness greater than 8,5 mm when the faces are not further prepared than the peeling process"
"4412490090","Other"
"441251","Blockboard, laminboard and battenboard"
"441251","With at least one outer ply of tropical wood"
"44125110","With a least one outer ply of non-coniferous wood"
"44125190","Other"
"441252","Other, with at least one outer ply of non-coniferous wood"
"441259","Other, with both outer plies of coniferous wood"
"441291","Other"
"441291","With at least one outer ply of tropical wood"
"44129110","Containing at least one layer of particle board"
"44129191","Other"
"44129191","With at least one outer layer of non-coniferous wood"
"44129199","Other"
"4412919910","Plywood of coniferous species, without the addition of other substances,of a thickness greater than 18,5 mm when sanded, or of a thickness greater than 8,5 mm when the faces are not further prepared than the peeling process"
"4412919990","Other"
"441292","Other, with at least one outer ply of non-coniferous wood"
"44129210","Containing at least one layer of particle board"
"44129290","Other"
"441299","Other, with both outer plies of coniferous wood"
"44129910","Containing at least one layer of particle board"
"44129990","Other"
"4412999010","Plywood of coniferous species, without the addition of other substances,of a thickness greater than 18,5 mm when sanded, or of a thickness greater than 8,5 mm when the faces are not further prepared than the peeling process"
"4412999090","Other"
"4413","Densified wood, in blocks, plates, strips or profile shapes"
"4414","Wooden frames for paintings, photographs, mirrors or similar objects"
"441410","Of tropical wood"
"44141010","Of tropical wood specified in additional note|2|to this chapter"
"44141090","Other"
"441490","Other"
"4415","Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood"
"441510","Cases, boxes, crates, drums and similar packings; cable-drums"
"44151010","Cases, boxes, crates, drums and similar packings"
"44151090","Cable-drums"
"441520","Pallets, box pallets and other load boards; pallet collars"
"44152020","Flat pallets; pallet collars"
"44152090","Other"
"4416","Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves"
"4417","Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood"
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes"
"441811","Windows, French windows and their frames"
"441811","Of tropical wood"
"441819","Other"
"44181950","Coniferous"
"44181990","Other"
"441821","Doors and their frames and thresholds"
"441821","Of tropical wood"
"44182110","Of tropical wood specified in additional note|2|to this chapter"
"44182190","Other"
"441829","Other"
"44182950","Coniferous"
"44182980","Other"
"441830","Posts and beams other than products of subheadings 4418|81|to 4418|89"
"441840","Shuttering for concrete constructional work"
"441850","Shingles and shakes"
"441873","Assembled flooring panels"
"441873","Of bamboo or with at least the top layer (wear layer) of bamboo"
"44187310","For mosaic floors"
"44187390","Other"
"441874","Other, for mosaic floors"
"441875","Other, multilayer"
"441879","Other"
"441881","Engineered structural timber products"
"441881","Glue-laminated timber (glulam)"
"4418810010","Of bamboo"
"4418810090","Other"
"441882","Cross-laminated timber (CLT or X-lam)"
"4418820010","Of bamboo"
"4418820090","Other"
"441883","I beams"
"4418830010","Of bamboo"
"4418830090","Other"
"441889","Other"
"4418890010","Of bamboo"
"4418890090","Other"
"441891","Other"
"441891","Of bamboo"
"441892","Cellular wood panels"
"441899","Other"
"4419","Tableware and kitchenware, of wood"
"441911","Of bamboo"
"441911","Bread boards, chopping boards and similar boards"
"441912","Chopsticks"
"441919","Other"
"441920","Of tropical wood"
"44192010","Of tropical wood specified in additional note|2|to this chapter"
"44192090","Other"
"441990","Other"
"4420","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling in Chapter|94"
"442011","Statuettes and other ornaments"
"442011","Of tropical wood"
"44201110","Of tropical wood specified in additional note|2|to this chapter"
"4420111010","Hand-made"
"4420111090","Other"
"44201190","Other"
"442019","Other"
"442090","Other"
"44209010","Wood marquetry and inlaid wood"
"44209091","Other"
"44209091","Of tropical wood specified in additional note|2|to this chapter"
"4420909111","Hand-made"
"4420909111","Wood in the form of logs or squared logs with simple process in the surface, carved or f
inely threaded or painted, does not have significant added-value and no significant change in shape"
"4420909119","Other"
"4420909191","Other"
"4420909191","Wood in the form of logs or squared logs with simple process in the surface, carved or finely threaded or painted, does not have significant added-value and no significant change in shape"
"4420909199","Other"
"44209099","Other"
"4420909910","Wood in the form of logs or squared logs with simple process in the surface, carved or finely threaded or painted, does not have significant added-value and no significant change in shape"
"4420909990","Other"
"4421","Other articles of wood"
"442110","Clothes hangers"
"442120","Coffins"
"4421200010","Of fibreboard"
"4421200090","Other"
"442191","Other"
"442191","Of bamboo"
"442199","Other"
"44219910","Of fibreboard"
"44219999","Other"
"4421999910","Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof"
"4421999991","Other"
"4421999991","Wood in the form of logs or squared logs with simple process in the surface, carved or finely threaded or painted, does not have significant added-value and no significant change in shape"
"4421999999","Other"
"45","CORK AND ARTICLES OF CORK"
"4501","Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork"
"450110","Natural cork, raw or simply prepared"
"450190","Other"
"4502","Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip (including sharp-edged blanks for corks or stoppers)"
"4503","Articles of natural cork"
"450310","Corks and stoppers"
"45031010","Cylindrical"
"45031090","Other"
"450390","Other"
"4504","Agglomerated cork (with or without a binding substance) and articles of agglomerated cork"
"450410","Blocks, plates, sheets and strip; tiles of any shape; solid cylinders, including discs"
"45041011","Corks and stoppers"
"45041011","For sparkling wine, including those with discs of natural cork"
"45041019","Other"
"45041091","Other"
"45041091","With a binding substance"
"45041099","Other"
"450490","Other"
"45049020","Corks and stoppers"
"45049080","Other"
"4504908010","Gaskets, washers and other seals, for use in civil aircraft"
"4504908090","Other"
"46","MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK"
"4601","Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting materials, plaits and similar products of plaiting materials, bound together in parallel strands or woven, in sheet form, whether or not being finished artic"
"460121","Mats, matting and screens of vegetable materials"
"460121","Of bamboo"
"46012110","Of plaits or similar products of plaiting materials"
"46012190","Other"
"460122","Of rattan"
"46012210","Of plaits or similar products of plaiting materials"
"46012290","Other"
"460129","Other"
"46012910","Of plaits or similar products of plaiting materials"
"46012990","Other"
"460192","Other"
"460192","Of bamboo"
"46019205","Plaits and similar products of plaiting materials, whether or not assembled into strips"
"46019210","Other"
"46019210","Of plaits or similar products of plaiting materials"
"46019290","Other"
"460193","Of rattan"
"46019305","Plaits and similar products of plaiting materials, whether or not assembled into strips"
"46019310","Other"
"46019310","Of plaits or similar products of plaiting materials"
"46019390","Other"
"460194","Of other vegetable materials"
"46019405","Plaits and similar products of plaiting materials, whether or not assembled into strips"
"46019410","Other"
"46019410","Of plaits or similar products of plaiting materials"
"46019490","Other"
"460199","Other"
"46019905","Plaits and similar products of plaiting materials, whether or not assembled into strips"
"46019910","Other"
"46019910","Of plaits or similar products of plaiting materials"
"46019990","Other"
"4602","Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or made up from goods of heading|4601; articles of loofah"
"460211","Of vegetable materials"
"460211","Of bamboo"
"4602110010","From plaiting materials, hand-made"
"4602110090","Other"
"460212","Of rattan"
"4602120010","From plaiting materials, hand-made"
"4602120090","Other"
"460219","Other"
"46021910","Straw envelopes for bottles"
"46021990","Other"
"4602199010","Hand-made"
"4602199090","Other"
"460290","Other"
"47","PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD"
"4701","Mechanical wood pulp"
"47010010","Thermo-mechanical wood pulp"
"47010090","Other"
"4702","Chemical wood pulp, dissolving grades"
"4703","Chemical wood pulp, soda or sulphate, other than dissolving grades"
"470311","Unbleached"
"470311","Coniferous"
"470319","Non-coniferous"
"470321","Semi-bleached or bleached"
"470321","Coniferous"
"470329","Non-coniferous"
"4704","Chemical wood pulp, sulphite, other than dissolving grades"
"470411","Unbleached"
"470411","Coniferous"
"470419","Non-coniferous"
"470421","Semi-bleached or bleached"
"470421","Coniferous"
"470429","Non-coniferous"
"4705","Wood pulp obtained by a combination of mechanical and chemical pulping processes"
"4706","Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material"
"470610","Cotton linters pulp"
"470620","Pulps of fibres derived from recovered (waste and scrap) paper or paperboard"
"470630","Other, of bamboo"
"470691","Other"
"470691","Mechanical"
"470692","Chemical"
"470693","Obtained by a combination of mechanical and chemical processes"
"4707","Recovered (waste and scrap) paper or paperboard"
"470710","Unbleached kraft paper or paperboard or corrugated paper or paperboard"
"470720","Other paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass"
"470730","Paper or paperboard made mainly of mechanical pulp (for example, newspapers, journals and similar printed matter)"
"47073010","Old and unsold newspapers and magazines, telephone directories, brochures and printed advertising material"
"47073090","Other"
"470790","Other, including unsorted waste and scrap"
"47079010","Unsorted"
"47079090","Sorted"
"48","PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD"
"4801","Newsprint, in rolls or sheets"
"4802","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading|4801|or 4803; ha"
"480210","Handmade paper and paperboard"
"480220","Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive paper or paperboard"
"480240","Wallpaper base"
"48024010","Not containing fibres obtained by a mechanical process or of which not more than 10|% by weight of the total fibre content consists of such fibres"
"48024090","Other"
"480254","Other paper and paperboard, not containing fibres obtained by a mechanical or chemi-mechanical process or of which not more than 10|% by weight of the total fibre content consists of such fibres"
"480254","Weighing less than 40|g/m$2"
"480255","Weighing 40|g/m$2|or more but not more than 150|g/m$2, in rolls"
"48025515","Weighing 40|g/m$2|or more but less than 60|g/m$2"
"48025525","Weighing 60|g/m$2|or more but less than 75|g/m$2"
"48025530","Weighing 75|g/m$2|or more but less than 80|g/m$2"
"48025590","Weighing 80|g/m$2|or more"
"480256","Weighing 40|g/m$2|or more but not more than 150|g/m$2, in sheets with one side not exceeding 435|mm and the other side not exceeding 297|mm in the unfolded state"
"48025620","With one side measuring 297|mm and the other side measuring 210|mm (A4|format)"
"48025680","Other"
"480257","Other, weighing 40|g/m$2|or more but not more than 150|g/m$2"
"480258","Weighing more than 150|g/m$2"
"48025810","In rolls"
"48025890","Other"
"480261","Other paper and paperboard, of which more than 10|% by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process"
"480261","In rolls"
"48026115","Weighing less than 72|g/m$2|and of which more than 50|% by weight of the total fibre content consists of fibres obtained by a mechanical process"
"48026180","Other"
"480262","In sheets with one side not exceeding 435|mm and the other side not exceeding 297|mm in the unfolded state"
"480269","Other"
"4803","Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes, cellulose wadding and webs of cellulose fibres, whether or not creped, crinkled, embossed, perforated, surface-coloured, surface-deco"
"48030010","Cellulose wadding"
"48030031","Creped paper and webs of cellulose fibres (tissues), weighing, per ply"
"48030031","Not more than 25|g/m$2"
"48030039","More than 25|g/m$2"
"48030090","Other"
"4804","Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading|4802|or 4803"
"480411","Kraftliner"
"480411","Unbleached"
"48041111","Of which not less than 80|% by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process"
"48041111","Weighing less than 150|g/m$2"
"48041115","Weighing 150|g/m$2|or more but less than 175|g/m$2"
"48041119","Weighing 175|g/m$2|or more"
"48041190","Other"
"480419","Other"
"48041912","Of which not less than 80|% by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process"
"48041912","Composed of one or more layers unbleached and an outside layer bleached, semi-bleached or coloured, weighing per m$2"
"48041912","Less than 175|g"
"48041919","175|g or more"
"48041930","Other"
"48041990","Other"
"480421","Sack kraft paper"
"480421","Unbleached"
"48042110","Of which not less than 80|% by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process"
"48042190","Other"
"480429","Other"
"48042910","Of which not less than 80|% by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process"
"48042990","Other"
"480431","Other kraft paper and paperboard weighing 150|g/m$2|or less"
"480431","Unbleached"
"48043151","Of which not less than 80|% by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process"
"48043151","Kraft electro-technical insulating paper"
"48043158","Other"
"48043180","Other"
"480439","Other"
"48043951","Of which not less than 80|% by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process"
"48043951","Bleached uniformly throughout the mass"
"48043958","Other"
"48043980","Other"
"480441","Other kraft paper and paperboard weighing more than 150|g/m$2|but less than 225|g/m$2"
"480441","Unbleached"
"48044191","Saturating kraft"
"48044198","Other"
"480442","Bleached uniformly throughout the mass and of which more than 95|% by weight of the total fibre content consists of wood fibres obtained by a chemical process"
"480449","Other"
"480451","Other kraft paper and paperboard weighing 225|g/m$2|or more"
"480451","Unbleached"
"480452","Bleached uniformly throughout the mass and of which more than 95|% by weight of the total fibre content consists of wood fibres obtained by a chemical process"
"480459","Other"
"48045910","Of which not less than 80|% by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process"
"48045990","Other"
"4805","Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in note|3|to this chapter"
"480511","Fluting paper"
"480511","Semi-chemical fluting paper"
"480512","Straw fluting paper"
"480519","Other"
"48051910","Wellenstoff"
"48051990","Other"
"480524","Testliner (recycled liner board)"
"480524","Weighing 150|g/m$2|or less"
"480525","Weighing more than 150|g/m$2"
"480530","Sulphite wrapping paper"
"480540","Filter paper and paperboard"
"480550","Felt paper and paperboard"
"480591","Other"
"480591","Weighing 150|g/m$2|or less"
"480592","Weighing more than 150|g/m$2|but less than 225|g/m$2"
"480593","Weighing 225|g/m$2|or more"
"48059320","Made from recovered paper"
"48059380","Other"
"4806","Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls or sheets"
"480610","Vegetable parchment"
"480620","Greaseproof papers"
"480630","Tracing papers"
"480640","Glassine and other glazed transparent or translucent papers"
"48064010","Glassine papers"
"48064090","Other"
"4807","Composite paper and paperboard (made by sticking flat layers of paper or paperboard together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets"
"48070030","Made from recovered paper, whether or not covered with paper"
"48070080","Other"
"4808","Paper and paperboard, corrugated (with or without glued flat surface sheets), creped, crinkled, embossed or perforated, in rolls or sheets, other than paper of the kind described in heading|4803"
"480810","Corrugated paper and paperboard, whether or not perforated"
"480840","Kraft paper, creped or crinkled, whether or not embossed or perforated"
"480890","Other"
"4809","Carbon paper, self-copy paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets"
"480920","Self-copy paper"
"480990","Other"
"4809900010","Lightweight thermal paper weighing 65 gr/m² or less; in rolls of a width of 20 cm or more, a weight of the roll (including the paper) of 50 kg or more and a diameter of the roll (including the paper) of 40 cm or more (‘jumbo rolls’); with or without a bas"
"4809900020","Heavyweight thermal paper weighing more than 65|gr/m²; in rolls of a width of 20 cm or more, a weight of the roll (including the paper) of 50 kg or more and a diameter of the roll (including the paper) of 40 cm or more (‘jumbo rolls’); with or without a b"
"4809900090","Other"
"4810","Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-coloured, surface-decorated or printed, in rolls or rectangular (includin"
"481013","Paper and paperboard of a kind used for writing, printing or other graphic purposes, not containing fibres obtained by a mechanical or chemi-mechanical process or of which not more than 10|% by weight of the total fibre content consists of such fibres"
"481013","In rolls"
"4810130020","With a weight of 70 g/m² or more but not exceeding 400 g/m² and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper, kraft paperboard and rolls suitable for use in web-fed presses"
"4810130080","Other"
"481014","In sheets with one side not exceeding 435|mm and the other side not exceeding 297|mm in the unfolded state"
"4810140020","With a weight of 70|g/m2 or more but not more than 400|g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper and kraft paperboard"
"4810140080","Other"
"481019","Other"
"4810190020","With a weight of 70|g/m2 or more but not more than 400|g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper and kraft paperboard"
"4810190080","Other"
"481022","Paper and paperboard of a kind used for writing, printing or other graphic purposes, of which more than 10|% by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process"
"481022","Lightweight coated paper"
"4810220020","With a weight of 70 g/m² or more but not exceeding 400 g/m² and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper, kraft paperboard and rolls suitable for use in web-fed presses"
"4810220080","Other"
"481029","Other"
"48102930","In rolls"
"4810293020","With a weight of 70 g/m² or more but not exceeding 400 g/m² and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper, kraft paperboard and rolls suitable for use in web-fed presses"
"4810293080","Other"
"48102980","Other"
"4810298020","With a weight of 70|g/m2 or more but not more than 400|g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper and kraft paperboard"
"4810298080","Other"
"481031","Kraft paper and paperboard, other than that of a kind used for writing, printing or other graphic purposes"
"481031","Bleached uniformly throughout the mass and of which more than 95|% by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing 150|g/m$2|or less"
"481032","Bleached uniformly throughout the mass and of which more than 95|% by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing more than 150|g/m$2"
"48103210","Coated with kaolin"
"48103290","Other"
"481039","Other"
"481092","Other paper and paperboard"
"481092","Multi-ply"
"48109210","Each layer bleached"
"48109230","With only one outer layer bleached"
"48109290","Other"
"481099","Other"
"48109910","Bleached paper and paperboard, coated with kaolin"
"4810991020","With a weight of 70|g/m2 or more but not more than 400|g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding rolls suitable for use in web-fed presses"
"4810991080","Other"
"48109980","Other"
"4810998020","With a weight of 70|g/m2 or more but not more than 400|g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding rolls suitable for use in web-fed presses"
"4810998080","Other"
"4811","Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head"
"481110","Tarred, bituminised or asphalted paper and paperboard"
"481141","Gummed or adhesive paper and paperboard"
"481141","Self-adhesive"
"48114120","Of a width not exceeding 10|cm, the coating of which consists of unvulcanised natural or synthetic rubber"
"48114190","Other"
"481149","Other"
"481151","Paper and paperboard, coated, impregnated or covered with plastics (excluding adhesives)"
"481151","Bleached, weighing more than 150|g/m$2"
"481159","Other"
"4811590020","Heavyweight thermal paper weighing more than 65|gr/m²; in rolls of a width of 20 cm or more, a weight of the roll (including the paper) of 50 kg or more and a diameter of the roll (including the paper) of 40 cm or more (‘jumbo rolls’); with or without a b"
"4811590090","Other"
"481160","Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol"
"481190","Other paper, paperboard, cellulose wadding and webs of cellulose fibres"
"4811900010","Lightweight thermal paper weighing 65 gr/m² or less; in rolls of a width of 20 cm or more, a weight of the roll (including the paper) of 50 kg or more and a diameter of the roll (including the paper) of 40 cm or more (‘jumbo rolls’); with or without a bas"
"4811900020","Heavyweight thermal paper weighing more than 65|gr/m²; in rolls of a width of 20 cm or more, a weight of the roll (including the paper) of 50 kg or more and a diameter of the roll (including the paper) of 40 cm or more (‘jumbo rolls’); with or without a b"
"4811900090","Other"
"4812","Filter blocks, slabs and plates, of paper pulp"
"4813","Cigarette paper, whether or not cut to size or in the form of booklets or tubes"
"481310","In the form of booklets or tubes"
"481320","In rolls of a width not exceeding 5|cm"
"481390","Other"
"48139010","In rolls of a width exceeding 5|cm but not exceeding 15|cm"
"48139090","Other"
"4814","Wallpaper and similar wallcoverings; window transparencies of paper"
"481420","Wallpaper and similar wallcoverings, consisting of paper coated or covered, on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics"
"481490","Other"
"48149010","Wallpaper and similar wallcoverings, consisting of grained, embossed, surface-coloured, design-printed or otherwise surface-decorated paper, coated or covered with transparent protective plastics"
"48149070","Other"
"4816","Carbon paper, self-copy paper and other copying or transfer papers (other than those of heading|4809), duplicator stencils and offset plates, of paper, whether or not put up in boxes"
"481620","Self-copy paper"
"481690","Other"
"4816900010","Lightweight thermal paper weighing 65 gr/m² or less; in rolls of a width of 20 cm or more, a weight of the roll (including the paper) of 50 kg or more and a diameter of the roll (including the paper) of 40 cm or more (‘jumbo rolls’); with or without a bas"
"4816900090","Other"
"4817","Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery"
"481710","Envelopes"
"481720","Letter cards, plain postcards and correspondence cards"
"481730","Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery"
"4818","Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width not exceeding 36|cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, tablecloths, serv"
"481810","Toilet paper"
"48181010","Weighing, per ply, 25|g/m$2|or less"
"48181090","Weighing, per ply, more than 25|g/m$2"
"481820","Handkerchiefs, cleansing or facial tissues and towels"
"48182010","Handkerchiefs and cleansing or facial tissues"
"48182091","Hand towels"
"48182091","In rolls"
"48182099","Other"
"481830","Tablecloths and serviettes"
"481850","Articles of apparel and clothing accessories"
"481890","Other"
"48189010","Articles of a kind used for surgical, medical or hygienic purposes, not put up for retail sale"
"48189090","Other"
"4819","Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard, of a kind used in offices, shops or the like"
"481910","Cartons, boxes and cases, of corrugated paper or paperboard"
"481920","Folding cartons, boxes and cases, of non-corrugated paper or paperboard"
"481930","Sacks and bags, having a base of a width of 40|cm or more"
"481940","Other sacks and bags, including cones"
"481950","Other packing containers, including record sleeves"
"481960","Box files, letter trays, storage boxes and similar articles, of a kind used in offices, shops or the like"
"4820","Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, exercise books, blotting pads, binders (loose-leaf or other), folders, file covers, manifold business forms, interleaved carbon se"
"482010","Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, diaries and similar articles"
"48201010","Registers, account books, order books and receipt books"
"48201030","Notebooks, letter pads and memorandum pads"
"48201050","Diaries"
"48201090","Other"
"482020","Exercise books"
"482030","Binders (other than book covers), folders and file covers"
"482040","Manifold business forms and interleaved carbon sets"
"482050","Albums for samples or for collections"
"482090","Other"
"4821","Paper or paperboard labels of all kinds, whether or not printed"
"482110","Printed"
"48211010","Self-adhesive"
"48211090","Other"
"482190","Other"
"48219010","Self-adhesive"
"48219090","Other"
